cluster_id,text
10,cattle_record: Cattle_ID=CATTLE_038684; Breed=Boran; Region=Africa; Country=AR; Climate_Zone=Mediterranean; Management_System=Pastoral; Age_Months=38; Weight_kg=472.3; Parity=3; Lactation_Stage=Mid; Days_in_Milk=342; Feed_Type=Concentrates; Feed_Quantity_kg=10.4; Water_Intake_L=20.0; Walking_Distance_km=4.73; Grazing_Duration_hrs=7.1; Rumination_Time_hrs=4.5; Resting_Hours=11.0; Body_Temperature_C=38.7; Heart_Rate_bpm=75.0; Respiratory_Rate=21.0; Ambient_Temperature_C=2.7; Humidity_percent=72.5; Season=Spring; Housing_Score=0.7; Milk_Yield_L=5.94; FMD_Vaccine=1; Brucellosis_Vaccine=0; HS_Vaccine=1; BQ_Vaccine=0; Anthrax_Vaccine=1; IBR_Vaccine=1; BVD_Vaccine=1; Rabies_Vaccine=1; Previous_Week_Avg_Yield=4.39; Body_Condition_Score=3.5; Milking_Interval_hrs=12; Date=2024-07-07; Farm_ID=FARM_0740; Disease_Status=Healthy
11,cattle_record: Cattle_ID=CATTLE_066586; Breed=Butana; Region=Oceania; Country=CA; Climate_Zone=Subtropical; Management_System=Pastoral; Age_Months=45; Weight_kg=470.4; Parity=4; Lactation_Stage=Early; Days_in_Milk=217; Feed_Type=Pasture_Grass; Feed_Quantity_kg=17.5; Water_Intake_L=57.9; Walking_Distance_km=6.37; Grazing_Duration_hrs=4.7; Rumination_Time_hrs=7.2; Resting_Hours=9.9; Body_Temperature_C=38.4; Heart_Rate_bpm=69.0; Respiratory_Rate=18.0; Ambient_Temperature_C=45.0; Humidity_percent=58.2; Season=Monsoon; Housing_Score=0.84; Milk_Yield_L=4.0; FMD_Vaccine=1; Brucellosis_Vaccine=0; HS_Vaccine=0; BQ_Vaccine=1; Anthrax_Vaccine=0; IBR_Vaccine=1; BVD_Vaccine=0; Rabies_Vaccine=0; Previous_Week_Avg_Yield=4.98; Body_Condition_Score=3.5; Milking_Interval_hrs=12; Date=2022-12-29; Farm_ID=FARM_0453; Disease_Status=Haemorrhagic_Septicemia
17,cattle_record: Cattle_ID=CATTLE_137828; Breed=Sahiwal; Region=Africa; Country=US; Climate_Zone=Mediterranean; Management_System=Extensive; Age_Months=72; Weight_kg=385.2; Parity=4; Lactation_Stage=Mid; Days_in_Milk=349; Feed_Type=Crop_Residues; Feed_Quantity_kg=17.7; Water_Intake_L=80.5; Walking_Distance_km=7.03; Grazing_Duration_hrs=4.8; Rumination_Time_hrs=9.6; Resting_Hours=7.3; Body_Temperature_C=37.8; Heart_Rate_bpm=83.0; Respiratory_Rate=27.0; Ambient_Temperature_C=19.5; Humidity_percent=84.9; Season=Spring; Housing_Score=0.58; Milk_Yield_L=4.87; FMD_Vaccine=1; Brucellosis_Vaccine=0; HS_Vaccine=0; BQ_Vaccine=0; Anthrax_Vaccine=0; IBR_Vaccine=1; BVD_Vaccine=1; Rabies_Vaccine=1; Previous_Week_Avg_Yield=4.76; Body_Condition_Score=3.5; Milking_Interval_hrs=8; Date=2022-08-20; Farm_ID=FARM_0131; Disease_Status=Healthy
2,cattle_record: Cattle_ID=CATTLE_182122; Breed=Africander; Region=Africa; Country=BR; Climate_Zone=Temperate; Management_System=Extensive; Age_Months=85; Weight_kg=392.0; Parity=5; Lactation_Stage=Mid; Days_in_Milk=138; Feed_Type=Crop_Residues; Feed_Quantity_kg=12.7; Water_Intake_L=37.4; Walking_Distance_km=0.96; Grazing_Duration_hrs=6.5; Rumination_Time_hrs=7.3; Resting_Hours=11.6; Body_Temperature_C=39.3; Heart_Rate_bpm=72.0; Respiratory_Rate=21.0; Ambient_Temperature_C=7.5; Humidity_percent=77.0; Season=Spring; Housing_Score=0.64; Milk_Yield_L=4.64; FMD_Vaccine=1; Brucellosis_Vaccine=1; HS_Vaccine=0; BQ_Vaccine=0; Anthrax_Vaccine=1; IBR_Vaccine=0; BVD_Vaccine=1; Rabies_Vaccine=1; Previous_Week_Avg_Yield=6.05; Body_Condition_Score=4.0; Milking_Interval_hrs=24; Date=2023-09-24; Farm_ID=FARM_0680; Disease_Status=Lameness_Clinical
9,cattle_record: Cattle_ID=CATTLE_093626; Breed=Jersey; Region=South_Asia; Country=DE; Climate_Zone=Continental; Management_System=Extensive; Age_Months=38; Weight_kg=334.6; Parity=4; Lactation_Stage=Early; Days_in_Milk=335; Feed_Type=Concentrates; Feed_Quantity_kg=15.8; Water_Intake_L=71.7; Walking_Distance_km=4.36; Grazing_Duration_hrs=7.7; Rumination_Time_hrs=6.6; Resting_Hours=6.7; Body_Temperature_C=37.8; Heart_Rate_bpm=55.0; Respiratory_Rate=32.0; Ambient_Temperature_C=14.2; Humidity_percent=87.2; Season=Autumn; Housing_Score=0.47; Milk_Yield_L=10.9; FMD_Vaccine=0; Brucellosis_Vaccine=0; HS_Vaccine=0; BQ_Vaccine=1; Anthrax_Vaccine=1; IBR_Vaccine=0; BVD_Vaccine=1; Rabies_Vaccine=0; Previous_Week_Avg_Yield=10.58; Body_Condition_Score=3.5; Milking_Interval_hrs=12; Date=2023-05-23; Farm_ID=FARM_0642; Disease_Status=Acidosis
19,cattle_record: Cattle_ID=CATTLE_099322; Breed=Illawarra_Shorthorn; Region=Europe_NA; Country=ET; Climate_Zone=Mediterranean; Management_System=Intensive; Age_Months=41; Weight_kg=456.6; Parity=1; Lactation_Stage=Early; Days_in_Milk=201; Feed_Type=Hay; Feed_Quantity_kg=7.2; Water_Intake_L=92.5; Walking_Distance_km=3.92; Grazing_Duration_hrs=1.0; Rumination_Time_hrs=9.3; Resting_Hours=8.2; Body_Temperature_C=37.6; Heart_Rate_bpm=65.0; Respiratory_Rate=28.0; Ambient_Temperature_C=24.2; Humidity_percent=45.7; Season=Winter; Housing_Score=0.38; Milk_Yield_L=18.5; FMD_Vaccine=1; Brucellosis_Vaccine=1; HS_Vaccine=1; BQ_Vaccine=1; Anthrax_Vaccine=1; IBR_Vaccine=1; BVD_Vaccine=1; Rabies_Vaccine=0; Previous_Week_Avg_Yield=21.08; Body_Condition_Score=3.5; Milking_Interval_hrs=12; Date=2022-10-21; Farm_ID=FARM_0547; Disease_Status=Healthy
8,cattle_record: Cattle_ID=CATTLE_241337; Breed=Milking_Shorthorn; Region=South_Asia; Country=NZ; Climate_Zone=Subtropical; Management_System=Extensive; Age_Months=80; Weight_kg=454.3; Parity=4; Lactation_Stage=Late; Days_in_Milk=284; Feed_Type=Silage; Feed_Quantity_kg=6.4; Water_Intake_L=34.0; Walking_Distance_km=4.3; Grazing_Duration_hrs=5.6; Rumination_Time_hrs=10.8; Resting_Hours=8.6; Body_Temperature_C=40.0; Heart_Rate_bpm=67.0; Respiratory_Rate=14.0; Ambient_Temperature_C=29.2; Humidity_percent=59.9; Season=Summer; Housing_Score=0.85; Milk_Yield_L=9.5; FMD_Vaccine=1; Brucellosis_Vaccine=0; HS_Vaccine=1; BQ_Vaccine=0; Anthrax_Vaccine=0; IBR_Vaccine=0; BVD_Vaccine=1; Rabies_Vaccine=0; Previous_Week_Avg_Yield=8.98; Body_Condition_Score=4.5; Milking_Interval_hrs=12; Date=2024-07-26; Farm_ID=FARM_0406; Disease_Status=Healthy
3,cattle_record: Cattle_ID=CATTLE_091244; Breed=Tipo_Carora; Region=South_America; Country=CN; Climate_Zone=Temperate; Management_System=Mixed; Age_Months=51; Weight_kg=693.8; Parity=1; Lactation_Stage=Late; Days_in_Milk=310; Feed_Type=Pasture_Grass; Feed_Quantity_kg=11.0; Water_Intake_L=65.5; Walking_Distance_km=2.47; Grazing_Duration_hrs=9.0; Rumination_Time_hrs=9.1; Resting_Hours=8.0; Body_Temperature_C=37.3; Heart_Rate_bpm=38.0; Respiratory_Rate=26.0; Ambient_Temperature_C=36.0; Humidity_percent=58.1; Season=Summer; Housing_Score=0.65; Milk_Yield_L=1.27; FMD_Vaccine=1; Brucellosis_Vaccine=0; HS_Vaccine=1; BQ_Vaccine=1; Anthrax_Vaccine=1; IBR_Vaccine=1; BVD_Vaccine=0; Rabies_Vaccine=1; Previous_Week_Avg_Yield=0.98; Body_Condition_Score=3.5; Milking_Interval_hrs=12; Date=2022-12-09; Farm_ID=FARM_0083; Disease_Status=Anaplasmosis
4,cattle_record: Cattle_ID=CATTLE_092773; Breed=Normande; Region=Europe_NA; Country=PK; Climate_Zone=Temperate; Management_System=Pastoral; Age_Months=141; Weight_kg=622.5; Parity=6; Lactation_Stage=Mid; Days_in_Milk=316; Feed_Type=Mixed_Feed; Feed_Quantity_kg=13.0; Water_Intake_L=71.9; Walking_Distance_km=4.35; Grazing_Duration_hrs=6.5; Rumination_Time_hrs=10.8; Resting_Hours=13.8; Body_Temperature_C=38.9; Heart_Rate_bpm=46.0; Respiratory_Rate=32.0; Ambient_Temperature_C=28.1; Humidity_percent=70.0; Season=Autumn; Housing_Score=0.89; Milk_Yield_L=9.5; FMD_Vaccine=0; Brucellosis_Vaccine=1; HS_Vaccine=1; BQ_Vaccine=1; Anthrax_Vaccine=1; IBR_Vaccine=1; BVD_Vaccine=1; Rabies_Vaccine=0; Previous_Week_Avg_Yield=9.71; Body_Condition_Score=3.0; Milking_Interval_hrs=12; Date=2023-12-07; Farm_ID=FARM_0014; Disease_Status=Ovarian_Cysts
7,cattle_record: Cattle_ID=CATTLE_042269; Breed=Tharparkar; Region=Africa; Country=DE; Climate_Zone=Mediterranean; Management_System=Semi_Intensive; Age_Months=119; Weight_kg=709.8; Parity=2; Lactation_Stage=Late; Days_in_Milk=169; Feed_Type=Silage; Feed_Quantity_kg=16.1; Water_Intake_L=71.4; Walking_Distance_km=3.76; Grazing_Duration_hrs=5.5; Rumination_Time_hrs=9.5; Resting_Hours=16.3; Body_Temperature_C=38.4; Heart_Rate_bpm=67.0; Respiratory_Rate=25.0; Ambient_Temperature_C=18.2; Humidity_percent=71.4; Season=Winter; Housing_Score=0.34; Milk_Yield_L=3.46; FMD_Vaccine=0; Brucellosis_Vaccine=1; HS_Vaccine=0; BQ_Vaccine=1; Anthrax_Vaccine=0; IBR_Vaccine=0; BVD_Vaccine=1; Rabies_Vaccine=0; Previous_Week_Avg_Yield=4.53; Body_Condition_Score=4.5; Milking_Interval_hrs=8; Date=2023-05-25; Farm_ID=FARM_0297; Disease_Status=Acidosis
19,cattle_record: Cattle_ID=CATTLE_116093; Breed=Norwegian_Red; Region=South_Asia; Country=ET; Climate_Zone=Mediterranean; Management_System=Mixed; Age_Months=125; Weight_kg=370.5; Parity=5; Lactation_Stage=Mid; Days_in_Milk=176; Feed_Type=Dry_Fodder; Feed_Quantity_kg=13.3; Water_Intake_L=52.5; Walking_Distance_km=8.36; Grazing_Duration_hrs=11.6; Rumination_Time_hrs=9.3; Resting_Hours=8.7; Body_Temperature_C=37.5; Heart_Rate_bpm=72.0; Respiratory_Rate=25.0; Ambient_Temperature_C=29.5; Humidity_percent=38.3; Season=Autumn; Housing_Score=0.52; Milk_Yield_L=18.7; FMD_Vaccine=1; Brucellosis_Vaccine=1; HS_Vaccine=0; BQ_Vaccine=0; Anthrax_Vaccine=1; IBR_Vaccine=1; BVD_Vaccine=1; Rabies_Vaccine=1; Previous_Week_Avg_Yield=19.71; Body_Condition_Score=3.5; Milking_Interval_hrs=24; Date=2023-12-28; Farm_ID=FARM_0339; Disease_Status=Healthy
4,cattle_record: Cattle_ID=CATTLE_037899; Breed=Red_Sindhi; Region=South_America; Country=PK; Climate_Zone=Arid; Management_System=Mixed; Age_Months=110; Weight_kg=749.3; Parity=5; Lactation_Stage=Early; Days_in_Milk=214; Feed_Type=Silage; Feed_Quantity_kg=16.3; Water_Intake_L=61.8; Walking_Distance_km=1.1; Grazing_Duration_hrs=6.3; Rumination_Time_hrs=9.6; Resting_Hours=10.7; Body_Temperature_C=37.4; Heart_Rate_bpm=63.0; Respiratory_Rate=30.0; Ambient_Temperature_C=43.6; Humidity_percent=32.0; Season=Monsoon; Housing_Score=0.6; Milk_Yield_L=0.56; FMD_Vaccine=1; Brucellosis_Vaccine=1; HS_Vaccine=0; BQ_Vaccine=1; Anthrax_Vaccine=1; IBR_Vaccine=1; BVD_Vaccine=1; Rabies_Vaccine=1; Previous_Week_Avg_Yield=0.0; Body_Condition_Score=3.0; Milking_Interval_hrs=8; Date=2024-09-30; Farm_ID=FARM_0576; Disease_Status=Anthrax
5,cattle_record: Cattle_ID=CATTLE_239378; Breed=Krishna_Valley; Region=Oceania; Country=UK; Climate_Zone=Mediterranean; Management_System=Pastoral; Age_Months=106; Weight_kg=278.8; Parity=5; Lactation_Stage=Early; Days_in_Milk=354; Feed_Type=Silage; Feed_Quantity_kg=7.0; Water_Intake_L=73.7; Walking_Distance_km=5.5; Grazing_Duration_hrs=5.6; Rumination_Time_hrs=7.8; Resting_Hours=10.6; Body_Temperature_C=37.4; Heart_Rate_bpm=58.0; Respiratory_Rate=31.0; Ambient_Temperature_C=1.6; Humidity_percent=63.8; Season=Autumn; Housing_Score=0.33; Milk_Yield_L=2.36; FMD_Vaccine=0; Brucellosis_Vaccine=0; HS_Vaccine=0; BQ_Vaccine=1; Anthrax_Vaccine=0; IBR_Vaccine=1; BVD_Vaccine=1; Rabies_Vaccine=1; Previous_Week_Avg_Yield=4.83; Body_Condition_Score=3.0; Milking_Interval_hrs=24; Date=2022-01-13; Farm_ID=FARM_0370; Disease_Status=Healthy
9,cattle_record: Cattle_ID=CATTLE_114279; Breed=Norwegian_Red; Region=South_America; Country=DE; Climate_Zone=Arid; Management_System=Mixed; Age_Months=88; Weight_kg=630.7; Parity=3; Lactation_Stage=Late; Days_in_Milk=221; Feed_Type=Green_Fodder; Feed_Quantity_kg=13.3; Water_Intake_L=73.2; Walking_Distance_km=2.79; Grazing_Duration_hrs=7.9; Rumination_Time_hrs=8.3; Resting_Hours=13.9; Body_Temperature_C=38.6; Heart_Rate_bpm=58.0; Respiratory_Rate=25.0; Ambient_Temperature_C=3.7; Humidity_percent=77.3; Season=Monsoon; Housing_Score=0.6; Milk_Yield_L=12.28; FMD_Vaccine=1; Brucellosis_Vaccine=1; HS_Vaccine=1; BQ_Vaccine=0; Anthrax_Vaccine=0; IBR_Vaccine=1; BVD_Vaccine=0; Rabies_Vaccine=0; Previous_Week_Avg_Yield=11.4; Body_Condition_Score=3.5; Milking_Interval_hrs=6; Date=2023-12-28; Farm_ID=FARM_0635; Disease_Status=Lameness_Clinical
6,cattle_record: Cattle_ID=CATTLE_219266; Breed=Kenana; Region=Oceania; Country=KE; Climate_Zone=Mediterranean; Management_System=Pastoral; Age_Months=68; Weight_kg=685.6; Parity=3; Lactation_Stage=Mid; Days_in_Milk=221; Feed_Type=Crop_Residues; Feed_Quantity_kg=11.2; Water_Intake_L=83.0; Walking_Distance_km=1.43; Grazing_Duration_hrs=4.1; Rumination_Time_hrs=7.1; Resting_Hours=12.9; Body_Temperature_C=38.1; Heart_Rate_bpm=74.0; Respiratory_Rate=21.0; Ambient_Temperature_C=17.6; Humidity_percent=57.0; Season=Summer; Housing_Score=0.54; Milk_Yield_L=5.86; FMD_Vaccine=0; Brucellosis_Vaccine=0; HS_Vaccine=1; BQ_Vaccine=0; Anthrax_Vaccine=1; IBR_Vaccine=1; BVD_Vaccine=1; Rabies_Vaccine=0; Previous_Week_Avg_Yield=5.41; Body_Condition_Score=3.5; Milking_Interval_hrs=12; Date=2024-08-26; Farm_ID=FARM_0477; Disease_Status=Milk_Fever
10,cattle_record: Cattle_ID=CATTLE_210539; Breed=Deoni; Region=Europe_NA; Country=AR; Climate_Zone=Temperate; Management_System=Pastoral; Age_Months=133; Weight_kg=686.2; Parity=1; Lactation_Stage=Late; Days_in_Milk=258; Feed_Type=Mixed_Feed; Feed_Quantity_kg=7.9; Water_Intake_L=48.2; Walking_Distance_km=4.43; Grazing_Duration_hrs=5.8; Rumination_Time_hrs=4.9; Resting_Hours=10.8; Body_Temperature_C=38.9; Heart_Rate_bpm=60.0; Respiratory_Rate=22.0; Ambient_Temperature_C=9.1; Humidity_percent=75.6; Season=Autumn; Housing_Score=0.7; Milk_Yield_L=1.69; FMD_Vaccine=1; Brucellosis_Vaccine=1; HS_Vaccine=0; BQ_Vaccine=1; Anthrax_Vaccine=0; IBR_Vaccine=1; BVD_Vaccine=1; Rabies_Vaccine=1; Previous_Week_Avg_Yield=0.0; Body_Condition_Score=3.0; Milking_Interval_hrs=8; Date=2024-06-16; Farm_ID=FARM_0937; Disease_Status=Retained_Placenta
8,cattle_record: Cattle_ID=CATTLE_124115; Breed=Kankrej; Region=Oceania; Country=NZ; Climate_Zone=Tropical; Management_System=Pastoral; Age_Months=49; Weight_kg=603.3; Parity=4; Lactation_Stage=Late; Days_in_Milk=8; Feed_Type=Pasture_Grass; Feed_Quantity_kg=4.8; Water_Intake_L=58.1; Walking_Distance_km=1.62; Grazing_Duration_hrs=9.8; Rumination_Time_hrs=10.3; Resting_Hours=11.8; Body_Temperature_C=37.8; Heart_Rate_bpm=40.0; Respiratory_Rate=26.0; Ambient_Temperature_C=45.0; Humidity_percent=57.0; Season=Summer; Housing_Score=0.39; Milk_Yield_L=1.1; FMD_Vaccine=0; Brucellosis_Vaccine=1; HS_Vaccine=1; BQ_Vaccine=1; Anthrax_Vaccine=0; IBR_Vaccine=1; BVD_Vaccine=1; Rabies_Vaccine=1; Previous_Week_Avg_Yield=0.77; Body_Condition_Score=3.0; Milking_Interval_hrs=12; Date=2024-05-01; Farm_ID=FARM_0190; Disease_Status=Healthy
5,cattle_record: Cattle_ID=CATTLE_111566; Breed=Norwegian_Red; Region=South_Asia; Country=UK; Climate_Zone=Arid; Management_System=Pastoral; Age_Months=131; Weight_kg=682.3; Parity=4; Lactation_Stage=Early; Days_in_Milk=214; Feed_Type=Green_Fodder; Feed_Quantity_kg=13.5; Water_Intake_L=59.0; Walking_Distance_km=6.03; Grazing_Duration_hrs=8.5; Rumination_Time_hrs=5.5; Resting_Hours=6.5; Body_Temperature_C=38.2; Heart_Rate_bpm=54.0; Respiratory_Rate=20.0; Ambient_Temperature_C=43.4; Humidity_percent=27.4; Season=Monsoon; Housing_Score=0.36; Milk_Yield_L=16.69; FMD_Vaccine=0; Brucellosis_Vaccine=0; HS_Vaccine=0; BQ_Vaccine=1; Anthrax_Vaccine=1; IBR_Vaccine=1; BVD_Vaccine=1; Rabies_Vaccine=0; Previous_Week_Avg_Yield=17.56; Body_Condition_Score=3.0; Milking_Interval_hrs=12; Date=2023-01-26; Farm_ID=FARM_0104; Disease_Status=Healthy
8,cattle_record: Cattle_ID=CATTLE_160536; Breed=Rathi; Region=Oceania; Country=NZ; Climate_Zone=Temperate; Management_System=Pastoral; Age_Months=64; Weight_kg=704.5; Parity=2; Lactation_Stage=Late; Days_in_Milk=322; Feed_Type=Hay; Feed_Quantity_kg=4.3; Water_Intake_L=47.0; Walking_Distance_km=5.26; Grazing_Duration_hrs=9.0; Rumination_Time_hrs=11.9; Resting_Hours=7.7; Body_Temperature_C=38.0; Heart_Rate_bpm=87.0; Respiratory_Rate=34.0; Ambient_Temperature_C=19.1; Humidity_percent=71.8; Season=Monsoon; Housing_Score=0.91; Milk_Yield_L=4.45; FMD_Vaccine=1; Brucellosis_Vaccine=1; HS_Vaccine=0; BQ_Vaccine=0; Anthrax_Vaccine=0; IBR_Vaccine=1; BVD_Vaccine=1; Rabies_Vaccine=0; Previous_Week_Avg_Yield=0.93; Body_Condition_Score=3.5; Milking_Interval_hrs=12; Date=2022-05-25; Farm_ID=FARM_0355; Disease_Status=Healthy
17,cattle_record: Cattle_ID=CATTLE_229400; Breed=White_Fulani; Region=South_America; Country=US; Climate_Zone=Continental; Management_System=Mixed; Age_Months=134; Weight_kg=551.7; Parity=3; Lactation_Stage=Late; Days_in_Milk=79; Feed_Type=Hay; Feed_Quantity_kg=5.7; Water_Intake_L=79.1; Walking_Distance_km=4.27; Grazing_Duration_hrs=4.2; Rumination_Time_hrs=10.4; Resting_Hours=5.7; Body_Temperature_C=39.6; Heart_Rate_bpm=68.0; Respiratory_Rate=28.0; Ambient_Temperature_C=-6.5; Humidity_percent=67.3; Season=Autumn; Housing_Score=0.74; Milk_Yield_L=4.82; FMD_Vaccine=0; Brucellosis_Vaccine=1; HS_Vaccine=1; BQ_Vaccine=1; Anthrax_Vaccine=1; IBR_Vaccine=0; BVD_Vaccine=1; Rabies_Vaccine=0; Previous_Week_Avg_Yield=3.72; Body_Condition_Score=3.0; Milking_Interval_hrs=8; Date=2022-12-16; Farm_ID=FARM_0559; Disease_Status=Pink_Eye
10,cattle_record: Cattle_ID=CATTLE_040411; Breed=Brown_Swiss; Region=Africa; Country=AR; Climate_Zone=Mediterranean; Management_System=Semi_Intensive; Age_Months=132; Weight_kg=572.2; Parity=2; Lactation_Stage=Early; Days_in_Milk=118; Feed_Type=Pasture_Grass; Feed_Quantity_kg=13.7; Water_Intake_L=64.5; Walking_Distance_km=5.52; Grazing_Duration_hrs=10.0; Rumination_Time_hrs=4.0; Resting_Hours=6.9; Body_Temperature_C=38.9; Heart_Rate_bpm=100.0; Respiratory_Rate=21.0; Ambient_Temperature_C=27.5; Humidity_percent=64.4; Season=Autumn; Housing_Score=0.87; Milk_Yield_L=27.02; FMD_Vaccine=1; Brucellosis_Vaccine=1; HS_Vaccine=1; BQ_Vaccine=1; Anthrax_Vaccine=0; IBR_Vaccine=0; BVD_Vaccine=0; Rabies_Vaccine=1; Previous_Week_Avg_Yield=27.26; Body_Condition_Score=4.0; Milking_Interval_hrs=12; Date=2024-11-27; Farm_ID=FARM_0680; Disease_Status=Healthy
5,cattle_record: Cattle_ID=CATTLE_100313; Breed=Guernsey; Region=Europe_NA; Country=UK; Climate_Zone=Continental; Management_System=Semi_Intensive; Age_Months=56; Weight_kg=416.4; Parity=2; Lactation_Stage=Mid; Days_in_Milk=321; Feed_Type=Concentrates; Feed_Quantity_kg=11.7; Water_Intake_L=78.6; Walking_Distance_km=3.15; Grazing_Duration_hrs=4.8; Rumination_Time_hrs=11.5; Resting_Hours=12.2; Body_Temperature_C=38.0; Heart_Rate_bpm=49.0; Respiratory_Rate=10.0; Ambient_Temperature_C=29.6; Humidity_percent=81.3; Season=Summer; Housing_Score=0.99; Milk_Yield_L=13.42; FMD_Vaccine=1; Brucellosis_Vaccine=1; HS_Vaccine=0; BQ_Vaccine=1; Anthrax_Vaccine=1; IBR_Vaccine=1; BVD_Vaccine=1; Rabies_Vaccine=0; Previous_Week_Avg_Yield=16.02; Body_Condition_Score=3.5; Milking_Interval_hrs=12; Date=2023-02-18; Farm_ID=FARM_0204; Disease_Status=Healthy
8,cattle_record: Cattle_ID=CATTLE_238140; Breed=Brown_Swiss; Region=South_America; Country=NZ; Climate_Zone=Continental; Management_System=Pastoral; Age_Months=70; Weight_kg=717.7; Parity=2; Lactation_Stage=Mid; Days_in_Milk=59; Feed_Type=Mixed_Feed; Feed_Quantity_kg=6.9; Water_Intake_L=74.7; Walking_Distance_km=5.3; Grazing_Duration_hrs=4.3; Rumination_Time_hrs=9.8; Resting_Hours=8.4; Body_Temperature_C=39.4; Heart_Rate_bpm=48.0; Respiratory_Rate=21.0; Ambient_Temperature_C=31.8; Humidity_percent=74.7; Season=Winter; Housing_Score=0.45; Milk_Yield_L=20.56; FMD_Vaccine=1; Brucellosis_Vaccine=1; HS_Vaccine=1; BQ_Vaccine=0; Anthrax_Vaccine=0; IBR_Vaccine=0; BVD_Vaccine=0; Rabies_Vaccine=1; Previous_Week_Avg_Yield=20.82; Body_Condition_Score=3.0; Milking_Interval_hrs=12; Date=2023-01-24; Farm_ID=FARM_0383; Disease_Status=Healthy
12,cattle_record: Cattle_ID=CATTLE_130254; Breed=Normande; Region=Global; Country=AU; Climate_Zone=Temperate; Management_System=Mixed; Age_Months=99; Weight_kg=557.5; Parity=5; Lactation_Stage=Mid; Days_in_Milk=156; Feed_Type=Green_Fodder; Feed_Quantity_kg=9.5; Water_Intake_L=52.3; Walking_Distance_km=6.16; Grazing_Duration_hrs=6.5; Rumination_Time_hrs=8.2; Resting_Hours=6.0; Body_Temperature_C=38.8; Heart_Rate_bpm=79.0; Respiratory_Rate=25.0; Ambient_Temperature_C=19.3; Humidity_percent=63.7; Season=Summer; Housing_Score=0.86; Milk_Yield_L=19.54; FMD_Vaccine=1; Brucellosis_Vaccine=1; HS_Vaccine=0; BQ_Vaccine=1; Anthrax_Vaccine=1; IBR_Vaccine=0; BVD_Vaccine=1; Rabies_Vaccine=1; Previous_Week_Avg_Yield=17.68; Body_Condition_Score=3.5; Milking_Interval_hrs=12; Date=2023-08-09; Farm_ID=FARM_0777; Disease_Status=Healthy
0,cattle_record: Cattle_ID=CATTLE_150075; Breed=Ongole; Region=South_America; Country=FR; Climate_Zone=Subtropical; Management_System=Pastoral; Age_Months=59; Weight_kg=545.0; Parity=6; Lactation_Stage=Mid; Days_in_Milk=208; Feed_Type=Green_Fodder; Feed_Quantity_kg=11.2; Water_Intake_L=43.3; Walking_Distance_km=3.06; Grazing_Duration_hrs=2.5; Rumination_Time_hrs=7.8; Resting_Hours=9.6; Body_Temperature_C=39.8; Heart_Rate_bpm=70.0; Respiratory_Rate=27.0; Ambient_Temperature_C=22.3; Humidity_percent=51.8; Season=Summer; Housing_Score=0.99; Milk_Yield_L=6.71; FMD_Vaccine=0; Brucellosis_Vaccine=1; HS_Vaccine=0; BQ_Vaccine=1; Anthrax_Vaccine=0; IBR_Vaccine=0; BVD_Vaccine=1; Rabies_Vaccine=0; Previous_Week_Avg_Yield=7.39; Body_Condition_Score=2.5; Milking_Interval_hrs=24; Date=2023-08-29; Farm_ID=FARM_0512; Disease_Status=Vitamin_Deficiency
10,cattle_record: Cattle_ID=CATTLE_031236; Breed=Tharparkar; Region=Africa; Country=AR; Climate_Zone=Tropical; Management_System=Pastoral; Age_Months=37; Weight_kg=673.7; Parity=2; Lactation_Stage=Late; Days_in_Milk=134; Feed_Type=Dry_Fodder; Feed_Quantity_kg=13.6; Water_Intake_L=52.5; Walking_Distance_km=1.21; Grazing_Duration_hrs=9.0; Rumination_Time_hrs=5.3; Resting_Hours=10.7; Body_Temperature_C=37.9; Heart_Rate_bpm=50.0; Respiratory_Rate=20.0; Ambient_Temperature_C=21.1; Humidity_percent=82.3; Season=Spring; Housing_Score=0.63; Milk_Yield_L=8.91; FMD_Vaccine=1; Brucellosis_Vaccine=1; HS_Vaccine=1; BQ_Vaccine=1; Anthrax_Vaccine=1; IBR_Vaccine=1; BVD_Vaccine=0; Rabies_Vaccine=1; Previous_Week_Avg_Yield=8.41; Body_Condition_Score=3.0; Milking_Interval_hrs=8; Date=2024-03-04; Farm_ID=FARM_0487; Disease_Status=Healthy
14,cattle_record: Cattle_ID=CATTLE_086954; Breed=Jersey; Region=South_America; Country=AU; Climate_Zone=Mediterranean; Management_System=Extensive; Age_Months=137; Weight_kg=685.2; Parity=1; Lactation_Stage=Early; Days_in_Milk=348; Feed_Type=Hay; Feed_Quantity_kg=11.9; Water_Intake_L=87.6; Walking_Distance_km=4.32; Grazing_Duration_hrs=2.1; Rumination_Time_hrs=9.4; Resting_Hours=9.0; Body_Temperature_C=39.3; Heart_Rate_bpm=82.0; Respiratory_Rate=37.0; Ambient_Temperature_C=42.9; Humidity_percent=63.9; Season=Monsoon; Housing_Score=0.48; Milk_Yield_L=9.84; FMD_Vaccine=1; Brucellosis_Vaccine=0; HS_Vaccine=1; BQ_Vaccine=0; Anthrax_Vaccine=1; IBR_Vaccine=0; BVD_Vaccine=0; Rabies_Vaccine=1; Previous_Week_Avg_Yield=9.47; Body_Condition_Score=3.0; Milking_Interval_hrs=24; Date=2024-05-12; Farm_ID=FARM_0450; Disease_Status=Vitamin_Deficiency
